0.16 280.328 100 -0.0378632 0.172621 160.109 180.328 0.462901 -0.130756 1.18104 
0.161 279.898 100 -0.0381732 0.173724 159.966 179.898 0.462374 -0.129216 1.18172 
0.162 279.473 100 -0.0384796 0.174827 159.824 179.473 0.461852 -0.127692 1.18239 
0.163 279.054 100 -0.0387823 0.175927 159.685 179.054 0.461335 -0.126185 1.18305 
0.164 278.64 100 -0.0390815 0.177027 159.547 178.64 0.460824 -0.124695 1.1837 
0.165 278.231 100 -0.0393772 0.178126 159.41 178.231 0.460318 -0.123221 1.18435 
0.166 277.828 100 -0.0396694 0.179223 159.276 177.828 0.459818 -0.121763 1.18499 
0.167 277.43 100 -0.0399582 0.180319 159.143 177.43 0.459323 -0.120321 1.18562 
0.168 277.037 100 -0.0402435 0.181414 159.012 177.037 0.458833 -0.118895 1.18624 
0.169 276.649 100 -0.0405254 0.182508 158.883 176.649 0.458349 -0.117485 1.18686 
0.17 276.266 100 -0.0408041 0.183601 158.755 176.266 0.45787 -0.116091 1.18747 
0.171 275.888 100 -0.0410794 0.184693 158.629 175.888 0.457397 -0.114713 1.18807 
0.172 275.515 100 -0.0413515 0.185784 158.505 175.515 0.45693 -0.11335 1.18866 
0.173 275.147 100 -0.0416203 0.186873 158.382 175.147 0.456468 -0.112002 1.18925 
0.174 274.783 100 -0.0418859 0.187962 158.261 174.783 0.456011 -0.110669 1.18983 
0.175 274.424 100 -0.0421484 0.189049 158.141 174.424 0.45556 -0.109352 1.19041 
0.176 274.07 100 -0.0424078 0.190136 158.023 174.07 0.455114 -0.10805 1.19098 
0.177 273.72 100 -0.0426641 0.191221 157.907 173.72 0.454674 -0.106762 1.19154 
0.178 273.375 100 -0.0429174 0.192306 157.792 173.375 0.454239 -0.105489 1.19209 
0.179 273.034 100 -0.0431676 0.193389 157.678 173.034 0.453809 -0.104231 1.19264 
0.18 272.697 100 -0.0434148 0.194472 157.566 172.697 0.453384 -0.102987 1.19318 
0.181 272.365 100 -0.0436592 0.195553 157.455 172.365 0.452965 -0.101757 1.19372 
0.182 272.037 100 -0.0439005 0.196634 157.346 172.037 0.452551 -0.100541 1.19425 
0.183 271.714 100 -0.0441391 0.197713 157.238 171.714 0.452142 -0.0993393 1.19477 
0.184 271.394 100 -0.0443747 0.198792 157.131 171.394 0.451739 -0.0981514 1.19529 
0.185 271.079 100 -0.0446076 0.199869 157.026 171.079 0.45134 -0.0969772 1.1958 
0.186 270.767 100 -0.0448376 0.200946 156.922 170.767 0.450947 -0.0958165 1.19631 
0.187 270.46 100 -0.045065 0.202022 156.82 170.46 0.450558 -0.0946693 1.19681 
0.188 270.157 100 -0.0452896 0.203097 156.719 170.157 0.450175 -0.0935353 1.1973 
0.189 269.857 100 -0.0455115 0.20417 156.619 169.857 0.449796 -0.0924144 1.19779 
0.19 269.561 100 -0.0457307 0.205244 156.52 169.561 0.449422 -0.0913066 1.19827 
0.191 269.269 100 -0.0459474 0.206316 156.423 169.269 0.449053 -0.0902116 1.19874 
