epsilon_a sigma_a sigma_r epsilon_r epsilon_s p q x x
0.05168 309.293 100 0.006411422459 0.04954285918 169.7643333 209.293 0 -0 
0.0517 309.293 100 0.006359839473 0.04958005351 169.7643333 209.293 0 -0 
0.05172 309.293 100 0.006308256487 0.04961724784 169.7643333 209.293 0 -0 
0.05174 309.293 100 0.006256673501 0.04965444217 169.7643333 209.293 0 -0 
0.05176 309.293 100 0.006205090515 0.04969163649 169.7643333 209.293 0 -0 
0.05178 309.293 100 0.006153507529 0.04972883082 169.7643333 209.293 0 -0 
0.0518 309.293 100 0.006101924543 0.04976602515 169.7643333 209.293 0 -0 
0.05182 309.293 100 0.006050341557 0.04980321948 169.7643333 209.293 0 -0 
0.05184 309.293 100 0.005998758571 0.04984041381 169.7643333 209.293 0 -0 
0.05186 309.293 100 0.005947175585 0.04987760814 169.7643333 209.293 0 -0 
0.05188 309.293 100 0.0058955926 0.04991480247 169.7643333 209.293 0 -0 
0.0519 309.293 100 0.005844009614 0.0499519968 169.7643333 209.293 0 -0 
0.05192 309.293 100 0.005792426628 0.04998919112 169.7643333 209.293 0 -0 
0.05194 309.293 100 0.005740843642 0.05002638545 169.7643333 209.293 0 -0 
0.05196 309.293 100 0.005689260656 0.05006357978 169.7643333 209.293 0 -0 
0.05198 309.293 100 0.00563767767 0.05010077411 169.7643333 209.293 0 -0 
0.052 309.293 100 0.005586094684 0.05013796844 169.7643333 209.293 0 -0 
0.05202 309.293 100 0.005534511698 0.05017516277 169.7643333 209.293 0 -0 
0.05204 309.293 100 0.005482928712 0.0502123571 169.7643333 209.293 0 -0 
0.05206 309.293 100 0.005431345726 0.05024955142 169.7643333 209.293 0 -0 
0.05208 309.293 100 0.00537976274 0.05028674575 169.7643333 209.293 0 -0 
0.0521 309.293 100 0.005328179754 0.05032394008 169.7643333 209.293 0 -0 
0.05212 309.293 100 0.005276596768 0.05036113441 169.7643333 209.293 0 -0 
0.05214 309.293 100 0.005225013782 0.05039832874 169.7643333 209.293 0 -0 
0.05216 309.293 100 0.005173430796 0.05043552307 169.7643333 209.293 0 -0 
0.05218 309.293 100 0.00512184781 0.0504727174 169.7643333 209.293 0 -0 
0.0522 309.293 100 0.005070264824 0.05050991173 169.7643333 209.293 0 -0 
0.05222 309.293 100 0.005018681838 0.05054710605 169.7643333 209.293 0 -0 
0.05224 309.293 100 0.004967098852 0.05058430038 169.7643333 209.293 0 -0 
0.05226 309.293 100 0.004915515866 0.05062149471 169.7643333 209.293 0 -0 
0.05228 309.293 100 0.00486393288 0.05065868904 169.7643333 209.293 0 -0 
0.0523 309.293 100 0.004812349894 0.05069588337 169.7643333 209.293 0 -0 
0.05232 309.293 100 0.004760766908 0.0507330777 169.7643333 209.293 0 -0 
0.05234 309.293 100 0.004709183922 0.05077027203 169.7643333 209.293 0 -0 
0.05236 309.293 100 0.004657600936 0.05080746635 169.7643333 209.293 0 -0 
0.05238 309.293 100 0.00460601795 0.05084466068 169.7643333 209.293 0 -0 
0.0524 309.293 100 0.004554434964 0.05088185501 169.7643333 209.293 0 -0 
0.05242 309.293 100 0.004502851978 0.05091904934 169.7643333 209.293 0 -0 
0.05244 309.293 100 0.004451268992 0.05095624367 169.7643333 209.293 0 -0 
0.05246 309.293 100 0.004399686006 0.050993438 169.7643333 209.293 0 -0 
0.05248 309.293 100 0.00434810302 0.05103063233 169.7643333 209.293 0 -0 
0.0525 309.293 100 0.004296520034 0.05106782666 169.7643333 209.293 0 -0 
0.05252 309.293 100 0.004244937048 0.05110502098 169.7643333 209.293 0 -0 
0.05254 309.293 100 0.004193354062 0.05114221531 169.7643333 209.293 0 -0 
0.05256 309.293 100 0.004141771076 0.05117940964 169.7643333 209.293 0 -0 
0.05258 309.293 100 0.00409018809 0.05121660397 169.7643333 209.293 0 -0 
0.0526 309.293 100 0.004038605104 0.0512537983 169.7643333 209.293 0 -0 
0.05262 309.293 100 0.003987022118 0.05129099263 169.7643333 209.293 0 -0 
0.05264 309.293 100 0.003935439132 0.05132818696 169.7643333 209.293 0 -0 
0.05266 309.293 100 0.003883856146 0.05136538128 169.7643333 209.293 0 -0 
0.05268 309.293 100 0.003832273161 0.05140257561 169.7643333 209.293 0 -0 
0.0527 309.293 100 0.003780690175 0.05143976994 169.7643333 209.293 0 -0 
0.05272 309.293 100 0.003729107189 0.05147696427 169.7643333 209.293 0 -0 
0.05274 309.293 100 0.003677524203 0.0515141586 169.7643333 209.293 0 -0 
0.05276 309.293 100 0.003625941217 0.05155135293 169.7643333 209.293 0 -0 
0.05278 309.293 100 0.003574358231 0.05158854726 169.7643333 209.293 0 -0 
0.0528 309.293 100 0.003522775245 0.05162574159 169.7643333 209.293 0 -0 
0.05282 309.293 100 0.003471192259 0.05166293591 169.7643333 209.293 0 -0 
0.05284 309.293 100 0.003419609273 0.05170013024 169.7643333 209.293 0 -0 
0.05286 309.293 100 0.003368026287 0.05173732457 169.7643333 209.293 0 -0 
0.05288 309.293 100 0.003316443301 0.0517745189 169.7643333 209.293 0 -0 
0.0529 309.293 100 0.003264860315 0.05181171323 169.7643333 209.293 0 -0 
0.05292 309.293 100 0.003213277329 0.05184890756 169.7643333 209.293 0 -0 
0.05294 309.293 100 0.003161694343 0.05188610189 169.7643333 209.293 0 -0 
0.05296 309.293 100 0.003110111357 0.05192329621 169.7643333 209.293 0 -0 
0.05298 309.293 100 0.003058528371 0.05196049054 169.7643333 209.293 0 -0 
0.053 309.293 100 0.003006945385 0.05199768487 169.7643333 209.293 0 -0 
0.05302 309.293 100 0.002955362399 0.0520348792 169.7643333 209.293 0 -0 
0.05304 309.293 100 0.002903779413 0.05207207353 169.7643333 209.293 0 -0 
0.05306 309.293 100 0.002852196427 0.05210926786 169.7643333 209.293 0 -0 
0.05308 309.293 100 0.002800613441 0.05214646219 169.7643333 209.293 0 -0 
0.0531 309.293 100 0.002749030455 0.05218365651 169.7643333 209.293 0 -0 
0.05312 309.293 100 0.002697447469 0.05222085084 169.7643333 209.293 0 -0 
0.05314 309.293 100 0.002645864483 0.05225804517 169.7643333 209.293 0 -0 
0.05316 309.293 100 0.002594281497 0.0522952395 169.7643333 209.293 0 -0 
0.05318 309.293 100 0.002542698511 0.05233243383 169.7643333 209.293 0 -0 
0.0532 309.293 100 0.002491115525 0.05236962816 169.7643333 209.293 0 -0 
0.05322 309.293 100 0.002439532539 0.05240682249 169.7643333 209.293 0 -0 
0.05324 309.293 100 0.002387949553 0.05244401682 169.7643333 209.293 0 -0 
0.05326 309.293 100 0.002336366567 0.05248121114 169.7643333 209.293 0 -0 
0.05328 309.293 100 0.002284783581 0.05251840547 169.7643333 209.293 0 -0 
0.0533 309.293 100 0.002233200595 0.0525555998 169.7643333 209.293 0 -0 
0.05332 309.293 100 0.002181617609 0.05259279413 169.7643333 209.293 0 -0 
0.05334 309.293 100 0.002130034623 0.05262998846 169.7643333 209.293 0 -0 
0.05336 309.293 100 0.002078451637 0.05266718279 169.7643333 209.293 0 -0 
0.05338 309.293 100 0.002026868651 0.05270437712 169.7643333 209.293 0 -0 
0.0534 309.293 100 0.001975285665 0.05274157144 169.7643333 209.293 0 -0 
0.05342 309.293 100 0.001923702679 0.05277876577 169.7643333 209.293 0 -0 
0.05344 309.293 100 0.001872119693 0.0528159601 169.7643333 209.293 0 -0 
0.05346 309.293 100 0.001820536707 0.05285315443 169.7643333 209.293 0 -0 
0.05348 309.293 100 0.001768953722 0.05289034876 169.7643333 209.293 0 -0 
0.0535 309.293 100 0.001717370736 0.05292754309 169.7643333 209.293 0 -0 
0.05352 309.293 100 0.00166578775 0.05296473742 169.7643333 209.293 0 -0 
0.05354 309.293 100 0.001614204764 0.05300193175 169.7643333 209.293 0 -0 
0.05356 309.293 100 0.001562621778 0.05303912607 169.7643333 209.293 0 -0 
0.05358 309.293 100 0.001511038792 0.0530763204 169.7643333 209.293 0 -0 
0.0536 309.293 100 0.001459455806 0.05311351473 169.7643333 209.293 0 -0 
0.05362 309.293 100 0.00140787282 0.05315070906 169.7643333 209.293 0 -0 
0.05364 309.293 100 0.001356289834 0.05318790339 169.7643333 209.293 0 -0 
0.05366 309.293 100 0.001304706848 0.05322509772 169.7643333 209.293 0 -0 
0.05368 309.293 100 0.001253123862 0.05326229205 169.7643333 209.293 0 -0 
0.0537 309.293 100 0.001201540876 0.05329948637 169.7643333 209.293 0 -0 
0.05372 309.293 100 0.00114995789 0.0533366807 169.7643333 209.293 0 -0 
0.05374 309.293 100 0.001098374904 0.05337387503 169.7643333 209.293 0 -0 
0.05376 309.293 100 0.001046791918 0.05341106936 169.7643333 209.293 0 -0 
0.05378 309.293 100 0.0009952089319 0.05344826369 169.7643333 209.293 0 -0 
0.0538 309.293 100 0.0009436259459 0.05348545802 169.7643333 209.293 0 -0 
0.05382 309.293 100 0.0008920429599 0.05352265235 169.7643333 209.293 0 -0 
0.05384 309.293 100 0.000840459974 0.05355984668 169.7643333 209.293 0 -0 
0.05386 309.293 100 0.000788876988 0.053597041 169.7643333 209.293 0 -0 
0.05388 309.293 100 0.000737294002 0.05363423533 169.7643333 209.293 0 -0 
0.0539 309.293 100 0.000685711016 0.05367142966 169.7643333 209.293 0 -0 
0.05392 309.293 100 0.0006341280301 0.05370862399 169.7643333 209.293 0 -0 
0.05394 309.293 100 0.0005825450441 0.05374581832 169.7643333 209.293 0 -0 
0.05396 309.293 100 0.0005309620581 0.05378301265 169.7643333 209.293 0 -0 
0.05398 309.293 100 0.0004793790721 0.05382020698 169.7643333 209.293 0 -0 
0.054 309.293 100 0.0004277960862 0.0538574013 169.7643333 209.293 0 -0 
0.05402 309.293 100 0.0003762131002 0.05389459563 169.7643333 209.293 0 -0 
0.05404 309.293 100 0.0003246301142 0.05393178996 169.7643333 209.293 0 -0 
0.05406 309.293 100 0.0002730471282 0.05396898429 169.7643333 209.293 0 -0 
0.05408 309.293 100 0.0002214641423 0.05400617862 169.7643333 209.293 0 -0 
0.0541 309.293 100 0.0001698811563 0.05404337295 169.7643333 209.293 0 -0 
0.05412 309.293 100 0.0001182981703 0.05408056728 169.7643333 209.293 0 -0 
0.05414 309.293 100 6.671518433e-05 0.05411776161 169.7643333 209.293 0 -0 
0.05416 309.293 100 1.513219835e-05 0.05415495593 169.7643333 209.293 0 -0 
0.05418 309.293 100 -3.645078762e-05 0.05419215026 169.7643333 209.293 0 -0 
0.0542 309.293 100 -8.80337736e-05 0.05422934459 169.7643333 209.293 0 -0 
0.05422 309.293 100 -0.0001396167596 0.05426653892 169.7643333 209.293 0 -0 
0.05424 309.293 100 -0.0001911997455 0.05430373325 169.7643333 209.293 0 -0 
0.05426 309.293 100 -0.0002427827315 0.05434092758 169.7643333 209.293 0 -0 
0.05428 309.293 100 -0.0002943657175 0.05437812191 169.7643333 209.293 0 -0 
0.0543 309.293 100 -0.0003459487035 0.05441531623 169.7643333 209.293 0 -0 
0.05432 309.293 100 -0.0003975316894 0.05445251056 169.7643333 209.293 0 -0 
0.05434 309.293 100 -0.0004491146754 0.05448970489 169.7643333 209.293 0 -0 
0.05436 309.293 100 -0.0005006976614 0.05452689922 169.7643333 209.293 0 -0 
0.05438 309.293 100 -0.0005522806474 0.05456409355 169.7643333 209.293 0 -0 
0.0544 309.293 100 -0.0006038636334 0.05460128788 169.7643333 209.293 0 -0 
0.05442 309.293 100 -0.0006554466193 0.05463848221 169.7643333 209.293 0 -0 
0.05444 309.293 100 -0.0007070296053 0.05467567654 169.7643333 209.293 0 -0 
0.05446 309.293 100 -0.0007586125913 0.05471287086 169.7643333 209.293 0 -0 
0.05448 309.293 100 -0.0008101955773 0.05475006519 169.7643333 209.293 0 -0 
0.0545 309.293 100 -0.0008617785632 0.05478725952 169.7643333 209.293 0 -0 
0.05452 309.293 100 -0.0009133615492 0.05482445385 169.7643333 209.293 0 -0 
0.05454 309.293 100 -0.0009649445352 0.05486164818 169.7643333 209.293 0 -0 
0.05456 309.293 100 -0.001016527521 0.05489884251 169.7643333 209.293 0 -0 
0.05458 309.293 100 -0.001068110507 0.05493603684 169.7643333 209.293 0 -0 
0.0546 309.293 100 -0.001119693493 0.05497323116 169.7643333 209.293 0 -0 
0.05462 309.293 100 -0.001171276479 0.05501042549 169.7643333 209.293 0 -0 
0.05464 309.293 100 -0.001222859465 0.05504761982 169.7643333 209.293 0 -0 
0.05466 309.293 100 -0.001274442451 0.05508481415 169.7643333 209.293 0 -0 
0.05468 309.293 100 -0.001326025437 0.05512200848 169.7643333 209.293 0 -0 
0.0547 309.293 100 -0.001377608423 0.05515920281 169.7643333 209.293 0 -0 
0.05472 309.293 100 -0.001429191409 0.05519639714 169.7643333 209.293 0 -0 
0.05474 309.293 100 -0.001480774395 0.05523359146 169.7643333 209.293 0 -0 
0.05476 309.293 100 -0.001532357381 0.05527078579 169.7643333 209.293 0 -0 
0.05478 309.293 100 -0.001583940367 0.05530798012 169.7643333 209.293 0 -0 
0.0548 309.293 100 -0.001635523353 0.05534517445 169.7643333 209.293 0 -0 
0.05482 309.293 100 -0.001687106339 0.05538236878 169.7643333 209.293 0 -0 
0.05484 309.293 100 -0.001738689325 0.05541956311 169.7643333 209.293 0 -0 
0.05486 309.293 100 -0.001790272311 0.05545675744 169.7643333 209.293 0 -0 
0.05488 309.293 100 -0.001841855297 0.05549395177 169.7643333 209.293 0 -0 
0.0549 309.293 100 -0.001893438283 0.05553114609 169.7643333 209.293 0 -0 
0.05492 309.293 100 -0.001945021269 0.05556834042 169.7643333 209.293 0 -0 
0.05494 309.293 100 -0.001996604255 0.05560553475 169.7643333 209.293 0 -0 
0.05496 309.293 100 -0.002048187241 0.05564272908 169.7643333 209.293 0 -0 
0.05498 309.293 100 -0.002099770227 0.05567992341 169.7643333 209.293 0 -0 
0.055 309.293 100 -0.002151353213 0.05571711774 169.7643333 209.293 0 -0 
0.05502 309.293 100 -0.002202936199 0.05575431207 169.7643333 209.293 0 -0 
0.05504 309.293 100 -0.002254519185 0.05579150639 169.7643333 209.293 0 -0 
0.05506 309.293 100 -0.002306102171 0.05582870072 169.7643333 209.293 0 -0 
0.05508 309.293 100 -0.002357685157 0.05586589505 169.7643333 209.293 0 -0 
0.0551 309.293 100 -0.002409268142 0.05590308938 169.7643333 209.293 0 -0 
0.05512 309.293 100 -0.002460851128 0.05594028371 169.7643333 209.293 0 -0 
0.05514 309.293 100 -0.002512434114 0.05597747804 169.7643333 209.293 0 -0 
0.05516 309.293 100 -0.0025640171 0.05601467237 169.7643333 209.293 0 -0 
0.05518 309.293 100 -0.002615600086 0.0560518667 169.7643333 209.293 0 -0 
0.0552 309.293 100 -0.002667183072 0.05608906102 169.7643333 209.293 0 -0 
0.05522 309.293 100 -0.002718766058 0.05612625535 169.7643333 209.293 0 -0 
0.05524 309.293 100 -0.002770349044 0.05616344968 169.7643333 209.293 0 -0 
0.05526 309.293 100 -0.00282193203 0.05620064401 169.7643333 209.293 0 -0 
0.05528 309.293 100 -0.002873515016 0.05623783834 169.7643333 209.293 0 -0 
0.0553 309.293 100 -0.002925098002 0.05627503267 169.7643333 209.293 0 -0 
0.05532 309.293 100 -0.002976680988 0.056312227 169.7643333 209.293 0 -0 
0.05534 309.293 100 -0.003028263974 0.05634942132 169.7643333 209.293 0 -0 
0.05536 309.293 100 -0.00307984696 0.05638661565 169.7643333 209.293 0 -0 
0.05538 309.293 100 -0.003131429946 0.05642380998 169.7643333 209.293 0 -0 
0.0554 309.293 100 -0.003183012932 0.05646100431 169.7643333 209.293 0 -0 
0.05542 309.293 100 -0.003234595918 0.05649819864 169.7643333 209.293 0 -0 
0.05544 309.293 100 -0.003286178904 0.05653539297 169.7643333 209.293 0 -0 
0.05546 309.293 100 -0.00333776189 0.0565725873 169.7643333 209.293 0 -0 
0.05548 309.293 100 -0.003389344876 0.05660978163 169.7643333 209.293 0 -0 
0.0555 309.293 100 -0.003440927862 0.05664697595 169.7643333 209.293 0 -0 
0.05552 309.293 100 -0.003492510848 0.05668417028 169.7643333 209.293 0 -0 
0.05554 309.293 100 -0.003544093834 0.05672136461 169.7643333 209.293 0 -0 
0.05556 309.293 100 -0.00359567682 0.05675855894 169.7643333 209.293 0 -0 
0.05558 309.293 100 -0.003647259806 0.05679575327 169.7643333 209.293 0 -0 
0.0556 309.293 100 -0.003698842792 0.0568329476 169.7643333 209.293 0 -0 
0.05562 309.293 100 -0.003750425778 0.05687014193 169.7643333 209.293 0 -0 
0.05564 309.293 100 -0.003802008764 0.05690733625 169.7643333 209.293 0 -0 
0.05566 309.293 100 -0.00385359175 0.05694453058 169.7643333 209.293 0 -0 
0.05568 309.293 100 -0.003905174736 0.05698172491 169.7643333 209.293 0 -0 
0.0557 309.293 100 -0.003956757722 0.05701891924 169.7643333 209.293 0 -0 
0.05572 309.293 100 -0.004008340708 0.05705611357 169.7643333 209.293 0 -0 
0.05574 309.293 100 -0.004059923694 0.0570933079 169.7643333 209.293 0 -0 
0.05576 309.293 100 -0.00411150668 0.05713050223 169.7643333 209.293 0 -0 
0.05578 309.293 100 -0.004163089666 0.05716769656 169.7643333 209.293 0 -0 
0.0558 309.293 100 -0.004214672652 0.05720489088 169.7643333 209.293 0 -0 
0.05582 309.293 100 -0.004266255638 0.05724208521 169.7643333 209.293 0 -0 
0.05584 309.293 100 -0.004317838624 0.05727927954 169.7643333 209.293 0 -0 
0.05586 309.293 100 -0.00436942161 0.05731647387 169.7643333 209.293 0 -0 
0.05588 309.293 100 -0.004421004596 0.0573536682 169.7643333 209.293 0 -0 
0.0559 309.293 100 -0.004472587581 0.05739086253 169.7643333 209.293 0 -0 
0.05592 309.293 100 -0.004524170567 0.05742805686 169.7643333 209.293 0 -0 
0.05594 309.293 100 -0.004575753553 0.05746525118 169.7643333 209.293 0 -0 
0.05596 309.293 100 -0.004627336539 0.05750244551 169.7643333 209.293 0 -0 
0.05598 309.293 100 -0.004678919525 0.05753963984 169.7643333 209.293 0 -0 
0.056 309.293 100 -0.004730502511 0.05757683417 169.7643333 209.293 0 -0 
0.05602 309.293 100 -0.004782085497 0.0576140285 169.7643333 209.293 0 -0 
0.05604 309.293 100 -0.004833668483 0.05765122283 169.7643333 209.293 0 -0 
0.05606 309.293 100 -0.004885251469 0.05768841716 169.7643333 209.293 0 -0 
0.05608 309.293 100 -0.004936834455 0.05772561149 169.7643333 209.293 0 -0 
0.0561 309.293 100 -0.004988417441 0.05776280581 169.7643333 209.293 0 -0 
0.05612 309.293 100 -0.005040000427 0.05780000014 169.7643333 209.293 0 -0 
0.05614 309.293 100 -0.005091583413 0.05783719447 169.7643333 209.293 0 -0 
0.05616 309.293 100 -0.005143166399 0.0578743888 169.7643333 209.293 0 -0 
0.05618 309.293 100 -0.005194749385 0.05791158313 169.7643333 209.293 0 -0 
0.0562 309.293 100 -0.005246332371 0.05794877746 169.7643333 209.293 0 -0 
0.05622 309.293 100 -0.005297915357 0.05798597179 169.7643333 209.293 0 -0 
0.05624 309.293 100 -0.005349498343 0.05802316611 169.7643333 209.293 0 -0 
0.05626 309.293 100 -0.005401081329 0.05806036044 169.7643333 209.293 0 -0 
0.05628 309.293 100 -0.005452664315 0.05809755477 169.7643333 209.293 0 -0 
0.0563 309.293 100 -0.005504247301 0.0581347491 169.7643333 209.293 0 -0 
0.05632 309.293 100 -0.005555830287 0.05817194343 169.7643333 209.293 0 -0 
0.05634 309.293 100 -0.005607413273 0.05820913776 169.7643333 209.293 0 -0 
0.05636 309.293 100 -0.005658996259 0.05824633209 169.7643333 209.293 0 -0 
0.05638 309.293 100 -0.005710579245 0.05828352641 169.7643333 209.293 0 -0 
0.0564 309.293 100 -0.005762162231 0.05832072074 169.7643333 209.293 0 -0 
0.05642 309.293 100 -0.005813745217 0.05835791507 169.7643333 209.293 0 -0 
0.05644 309.293 100 -0.005865328203 0.0583951094 169.7643333 209.293 0 -0 
0.05646 309.293 100 -0.005916911189 0.05843230373 169.7643333 209.293 0 -0 
0.05648 309.293 100 -0.005968494175 0.05846949806 169.7643333 209.293 0 -0 
0.0565 309.293 100 -0.006020077161 0.05850669239 169.7643333 209.293 0 -0 
0.05652 309.293 100 -0.006071660147 0.05854388672 169.7643333 209.293 0 -0 
0.05654 309.293 100 -0.006123243133 0.05858108104 169.7643333 209.293 0 -0 
0.05656 309.293 100 -0.006174826119 0.05861827537 169.7643333 209.293 0 -0 
0.05658 309.293 100 -0.006226409105 0.0586554697 169.7643333 209.293 0 -0 
0.0566 309.293 100 -0.006277992091 0.05869266403 169.7643333 209.293 0 -0 
0.05662 309.293 100 -0.006329575077 0.05872985836 169.7643333 209.293 0 -0 
0.05664 309.293 100 -0.006381158063 0.05876705269 169.7643333 209.293 0 -0 
0.05666 309.293 100 -0.006432741049 0.05880424702 169.7643333 209.293 0 -0 
0.05668 309.293 100 -0.006484324035 0.05884144134 169.7643333 209.293 0 -0 
0.0567 309.293 100 -0.00653590702 0.05887863567 169.7643333 209.293 0 -0 
0.05672 309.293 100 -0.006587490006 0.05891583 169.7643333 209.293 0 -0 
0.05674 309.293 100 -0.006639072992 0.05895302433 169.7643333 209.293 0 -0 
0.05676 309.293 100 -0.006690655978 0.05899021866 169.7643333 209.293 0 -0 
0.05678 309.293 100 -0.006742238964 0.05902741299 169.7643333 209.293 0 -0 
0.0568 309.293 100 -0.00679382195 0.05906460732 169.7643333 209.293 0 -0 
0.05682 309.293 100 -0.006845404936 0.05910180165 169.7643333 209.293 0 -0 
0.05684 309.293 100 -0.006896987922 0.05913899597 169.7643333 209.293 0 -0 
0.05686 309.293 100 -0.006948570908 0.0591761903 169.7643333 209.293 0 -0 
0.05688 309.293 100 -0.007000153894 0.05921338463 169.7643333 209.293 0 -0 
0.0569 309.293 100 -0.00705173688 0.05925057896 169.7643333 209.293 0 -0 
0.05692 309.293 100 -0.007103319866 0.05928777329 169.7643333 209.293 0 -0 
0.05694 309.293 100 -0.007154902852 0.05932496762 169.7643333 209.293 0 -0 
0.05696 309.293 100 -0.007206485838 0.05936216195 169.7643333 209.293 0 -0 
0.05698 309.293 100 -0.007258068824 0.05939935627 169.7643333 209.293 0 -0 
0.057 309.293 100 -0.00730965181 0.0594365506 169.7643333 209.293 0 -0 
0.05702 309.293 100 -0.007361234796 0.05947374493 169.7643333 209.293 0 -0 
0.05704 309.293 100 -0.007412817782 0.05951093926 169.7643333 209.293 0 -0 
0.05706 309.293 100 -0.007464400768 0.05954813359 169.7643333 209.293 0 -0 
0.05708 309.293 100 -0.007515983754 0.05958532792 169.7643333 209.293 0 -0 
0.0571 309.293 100 -0.00756756674 0.05962252225 169.7643333 209.293 0 -0 
0.05712 309.293 100 -0.007619149726 0.05965971658 169.7643333 209.293 0 -0 
0.05714 309.293 100 -0.007670732712 0.0596969109 169.7643333 209.293 0 -0 
0.05716 309.293 100 -0.007722315698 0.05973410523 169.7643333 209.293 0 -0 
0.05718 309.293 100 -0.007773898684 0.05977129956 169.7643333 209.293 0 -0 
0.0572 309.293 100 -0.00782548167 0.05980849389 169.7643333 209.293 0 -0 
0.05722 309.293 100 -0.007877064656 0.05984568822 169.7643333 209.293 0 -0 
0.05724 309.293 100 -0.007928647642 0.05988288255 169.7643333 209.293 0 -0 
0.05726 309.293 100 -0.007980230628 0.05992007688 169.7643333 209.293 0 -0 
0.05728 309.293 100 -0.008031813614 0.0599572712 169.7643333 209.293 0 -0 
0.0573 309.293 100 -0.0080833966 0.05999446553 169.7643333 209.293 0 -0 
0.05732 309.293 100 -0.008134979586 0.06003165986 169.7643333 209.293 0 -0 
0.05734 309.293 100 -0.008186562572 0.06006885419 169.7643333 209.293 0 -0 
0.05736 309.293 100 -0.008238145558 0.06010604852 169.7643333 209.293 0 -0 
0.05738 309.293 100 -0.008289728544 0.06014324285 169.7643333 209.293 0 -0 
0.0574 309.293 100 -0.00834131153 0.06018043718 169.7643333 209.293 0 -0 
0.05742 309.293 100 -0.008392894516 0.06021763151 169.7643333 209.293 0 -0 
0.05744 309.293 100 -0.008444477502 0.06025482583 169.7643333 209.293 0 -0 
0.05746 309.293 100 -0.008496060488 0.06029202016 169.7643333 209.293 0 -0 
0.05748 309.293 100 -0.008547643474 0.06032921449 169.7643333 209.293 0 -0 
0.0575 309.293 100 -0.008599226459 0.06036640882 169.7643333 209.293 0 -0 
0.05752 309.293 100 -0.008650809445 0.06040360315 169.7643333 209.293 0 -0 
0.05754 309.293 100 -0.008702392431 0.06044079748 169.7643333 209.293 0 -0 
0.05756 309.293 100 -0.008753975417 0.06047799181 169.7643333 209.293 0 -0 
0.05758 309.293 100 -0.008805558403 0.06051518613 169.7643333 209.293 0 -0 
0.0576 309.293 100 -0.008857141389 0.06055238046 169.7643333 209.293 0 -0 
0.05762 309.293 100 -0.008908724375 0.06058957479 169.7643333 209.293 0 -0 
0.05764 309.293 100 -0.008960307361 0.06062676912 169.7643333 209.293 0 -0 
0.05766 309.293 100 -0.009011890347 0.06066396345 169.7643333 209.293 0 -0 
0.05768 309.293 100 -0.009063473333 0.06070115778 169.7643333 209.293 0 -0 
0.0577 309.293 100 -0.009115056319 0.06073835211 169.7643333 209.293 0 -0 
0.05772 309.293 100 -0.009166639305 0.06077554644 169.7643333 209.293 0 -0 
0.05774 309.293 100 -0.009218222291 0.06081274076 169.7643333 209.293 0 -0 
0.05776 309.293 100 -0.009269805277 0.06084993509 169.7643333 209.293 0 -0 
0.05778 309.293 100 -0.009321388263 0.06088712942 169.7643333 209.293 0 -0 
0.0578 309.293 100 -0.009372971249 0.06092432375 169.7643333 209.293 0 -0 
0.05782 309.293 100 -0.009424554235 0.06096151808 169.7643333 209.293 0 -0 
0.05784 309.293 100 -0.009476137221 0.06099871241 169.7643333 209.293 0 -0 
0.05786 309.293 100 -0.009527720207 0.06103590674 169.7643333 209.293 0 -0 
0.05788 309.293 100 -0.009579303193 0.06107310106 169.7643333 209.293 0 -0 
0.0579 309.293 100 -0.009630886179 0.06111029539 169.7643333 209.293 0 -0 
0.05792 309.293 100 -0.009682469165 0.06114748972 169.7643333 209.293 0 -0 
0.05794 309.293 100 -0.009734052151 0.06118468405 169.7643333 209.293 0 -0 
0.05796 309.293 100 -0.009785635137 0.06122187838 169.7643333 209.293 0 -0 
0.05798 309.293 100 -0.009837218123 0.06125907271 169.7643333 209.293 0 -0 
0.058 309.293 100 -0.009888801109 0.06129626704 169.7643333 209.293 0 -0 
0.05802 309.293 100 -0.009940384095 0.06133346136 169.7643333 209.293 0 -0 
0.05804 309.293 100 -0.009991967081 0.06137065569 169.7643333 209.293 0 -0 
0.05806 309.293 100 -0.01004355007 0.06140785002 169.7643333 209.293 0 -0 
0.05808 309.293 100 -0.01009513305 0.06144504435 169.7643333 209.293 0 -0 
0.0581 309.293 100 -0.01014671604 0.06148223868 169.7643333 209.293 0 -0 
0.05812 309.293 100 -0.01019829902 0.06151943301 169.7643333 209.293 0 -0 
0.05814 309.293 100 -0.01024988201 0.06155662734 169.7643333 209.293 0 -0 
0.05816 309.293 100 -0.010301465 0.06159382167 169.7643333 209.293 0 -0 
0.05818 309.293 100 -0.01035304798 0.06163101599 169.7643333 209.293 0 -0 
0.0582 309.293 100 -0.01040463097 0.06166821032 169.7643333 209.293 0 -0 
0.05822 309.293 100 -0.01045621395 0.06170540465 169.7643333 209.293 0 -0 
0.05824 309.293 100 -0.01050779694 0.06174259898 169.7643333 209.293 0 -0 
0.05826 309.293 100 -0.01055937993 0.06177979331 169.7643333 209.293 0 -0 
0.05828 309.293 100 -0.01061096291 0.06181698764 169.7643333 209.293 0 -0 
0.0583 309.293 100 -0.0106625459 0.06185418197 169.7643333 209.293 0 -0 
0.05832 309.293 100 -0.01071412888 0.06189137629 169.7643333 209.293 0 -0 
0.05834 309.293 100 -0.01076571187 0.06192857062 169.7643333 209.293 0 -0 
